model_id,source_node,source_type,target_node,target_type,condition
doc-10.2,confirms,Activity,informs,Activity,
doc-10.2,If,XOR Gateway,the MPON informs the GO about the successful completion of the overall process,Condition Specification,conditional
doc-10.2,the MPON informs the GO about the successful completion of the overall process,Condition Specification,assigns,Activity,
doc-10.2,assigns,Activity,the GO,Actor,
doc-10.2,assigns,Activity,the MPON,Activity Data,
doc-10.2,assigns,Activity,confirms,Activity,
doc-10.2,confirms,Activity,The GO,Actor,
doc-10.2,confirms,Activity,the assignment,Activity Data,
doc-10.2,confirms,Activity,the MPON,Actor,
doc-10.2,confirms,Activity,informs,Activity,
doc-10.2,informs,Activity,The GO,Actor,
doc-10.2,informs,Activity,the MPOO,Actor,
doc-10.2,informs,Activity,about the failure of the assignment of the MPON,Activity Data,
doc-10.2,informs,Activity,informs,Activity,
doc-10.2,informs,Activity,the GO,Actor,
doc-10.2,informs,Activity,the MPOO,Actor,
doc-10.2,informs,Activity,about the assignment of the MPON,Activity Data,
doc-10.2,informs,Activity,informs,Activity,
doc-10.2,informs,Activity,The GO,Actor,
doc-10.2,informs,Activity,the MSPO,Actor,
doc-10.2,informs,Activity,about the failure of the assignment of the MPON,Activity Data,
doc-10.2,informs,Activity,the GO,Actor,
doc-10.2,informs,Activity,the MSPO,Actor,
doc-10.2,informs,Activity,about the assignment of the MPON,Activity Data,
doc-10.2,informs,Activity,informs,Activity,
doc-10.2,informs,Activity,The GO,Actor,
doc-10.2,informs,Activity,the SP,Actor,
doc-10.2,informs,Activity,about the assignment of the MPON,Activity Data,
doc-1.4,makes,Activity,a company,Actor,
doc-1.4,makes,Activity,the decision to go public,Activity Data,
doc-1.4,makes,Activity,select,Activity,
doc-1.4,select,Activity,the underwriters,Activity Data,
doc-1.4,select,Activity,prepare,Activity,
doc-1.4,prepare,Activity,They,Actor,
doc-1.4,prepare,Activity,a registration statement for the approval of the Securities and Exchange Commission ( SEC ),Activity Data,
doc-1.4,prepare,Activity,check,Activity,
doc-1.4,check,Activity,they,Actor,
doc-1.4,check,Activity,that the issue complies with the so-called blue-sky laws of each state that regulate sales of securities within the state,Further Specification,
doc-1.4,check,Activity,While,AND Gateway,
doc-1.4,While,AND Gateway,awaiting,Activity,conditional
doc-1.4,While,AND Gateway,firm up,Activity,conditional
doc-1.4,awaiting,Activity,approval,Activity Data,
doc-1.4,awaiting,Activity,receive,Activity,
doc-1.4,firm up,Activity,underwriters,Actor,
doc-1.4,firm up,Activity,the issue price,Activity Data,
doc-1.4,firm up,Activity,arrange,Activity,
doc-1.4,arrange,Activity,They,Actor,
doc-1.4,arrange,Activity,a road show,Activity Data,
doc-1.4,arrange,Activity,to talk to potential investors,Further Specification,
doc-1.4,arrange,Activity,receive,Activity,
doc-1.4,receive,Activity,they,Actor,
doc-1.4,receive,Activity,clearance,Activity Data,
doc-1.4,receive,Activity,fix,Activity,
doc-1.4,fix,Activity,underwriters,Actor,
doc-1.4,fix,Activity,the issue price,Activity Data,
doc-1.4,fix,Activity,enter,Activity,
doc-1.4,enter,Activity,they,Actor,
doc-1.4,enter,Activity,into a firm commitment to buy the stock,Activity Data,
doc-1.4,enter,Activity,offer,Activity,
doc-1.4,offer,Activity,they,Actor,
doc-1.4,offer,Activity,it,Activity Data,
doc-1.4,offer,Activity,the public,Actor,
doc-1.4,select,Activity,a company,Actor,
doc-3.8,submits,Activity,a customer,Actor,
doc-3.8,submits,Activity,a claim,Activity Data,
doc-3.8,submits,Activity,by sending in relevant documentation,Further Specification,
doc-3.8,submits,Activity,checks,Activity,
doc-3.8,checks,Activity,The Notification department,Actor,
doc-3.8,checks,Activity,the documents,Activity Data,
doc-3.8,checks,Activity,upon completeness,Further Specification,
doc-3.8,checks,Activity,registers,Activity,
doc-3.8,registers,Activity,The Notification department,Actor,
doc-3.8,registers,Activity,the claim,Activity Data,
doc-3.8,registers,Activity,picks up,Activity,
doc-3.8,picks up,Activity,the Handling department,Actor,
doc-3.8,picks up,Activity,the claim,Activity Data,
doc-3.8,picks up,Activity,checks,Activity,
doc-3.8,checks,Activity,the Handling department,Actor,
doc-3.8,checks,Activity,the insurance,Activity Data,
doc-3.8,checks,Activity,performed,Activity,
doc-3.8,performed,Activity,an assessment,Activity Data,
doc-3.8,performed,Activity,If,XOR Gateway,
doc-3.8,If,XOR Gateway,the assessment is positive,Condition Specification,conditional
doc-3.8,If,XOR Gateway,Otherwise,XOR Gateway,
doc-3.8,the assessment is positive,Condition Specification,phoned,Activity,
doc-3.8,phoned,Activity,a garage,Actor,
doc-3.8,phoned,Activity,to authorise the repairs,Further Specification,
doc-3.8,phoned,Activity,scheduled,Activity,
doc-3.8,scheduled,Activity,the payment,Activity Data,
doc-3.8,scheduled,Activity,sent,Activity,
doc-3.8,Otherwise,XOR Gateway,rejected,Activity,conditional
doc-3.8,rejected,Activity,the claim,Activity Data,
doc-3.8,rejected,Activity,sent,Activity,
doc-3.8,sent,Activity,a letter,Activity Data,
doc-3.8,sent,Activity,the customer,Actor,
doc-10.4,notifies,Activity,The MPON,Actor,
doc-10.4,notifies,Activity,the MPOO,Actor,
doc-10.4,notifies,Activity,about equipment change intentions,Activity Data,
doc-10.4,notifies,Activity,or,XOR Gateway,
doc-10.4,announces,Activity,The MPOO,Actor,
doc-10.4,announces,Activity,self dismounting,Activity Data,
doc-10.4,announces,Activity,the MPON,Actor,
doc-10.4,announces,Activity,perform,Activity,
doc-10.4,or,XOR Gateway,announces,Activity,conditional
doc-10.4,or,XOR Gateway,notify,Activity,conditional
doc-10.4,notify,Activity,the MPOO,Actor,
doc-10.4,notify,Activity,the MPON,Actor,
doc-10.4,notify,Activity,about no self-dismounting of the MPOO,Activity Data,
doc-10.4,notify,Activity,perform,Activity,
doc-10.4,perform,Activity,The MPON or the MPOO,Actor,
doc-10.4,perform,Activity,the final reading,Activity Data,
doc-10.4,perform,Activity,dismount,Activity,
doc-10.4,dismount,Activity,The MPON or the MPOO,Actor,
doc-10.4,dismount,Activity,the old equipment,Activity Data,
doc-10.4,dismount,Activity,mounts,Activity,
doc-10.4,mounts,Activity,The MPON,Actor,
doc-10.4,mounts,Activity,the new device,Activity Data,
doc-10.4,mounts,Activity,reads,Activity,
doc-10.4,reads,Activity,The MPON,Actor,
doc-10.4,reads,Activity,the meter count,Activity Data,
doc-10.4,reads,Activity,sents,Activity,
doc-10.4,sents,Activity,The MPON,Actor,
doc-10.4,sents,Activity,the values of the final reading,Activity Data,
doc-10.4,sents,Activity,the GO,Actor,
doc-10.4,sents,Activity,tells,Activity,
doc-10.4,tells,Activity,The MPON,Actor,
doc-10.4,tells,Activity,the GO,Actor,
doc-10.4,tells,Activity,"about the device changes , the master data and the meter count at installation",Activity Data,
doc-10.4,tells,Activity,notify,Activity,
doc-10.4,notify,Activity,The GO,Actor,
doc-10.4,notify,Activity,the MSP,Actor,
doc-10.4,notify,Activity,"about the device changes , the master data , the meter count at dismounting , and the meter count at installation",Activity Data,
doc-10.7,registers,Activity,The MSPN,Actor,
doc-10.7,registers,Activity,the measurement,Activity Data,
doc-10.7,registers,Activity,the GO,Actor,
doc-10.7,registers,Activity,examines,Activity,
doc-10.7,examines,Activity,The GO,Actor,
doc-10.7,examines,Activity,the application of the MSPN,Activity Data,
doc-10.7,examines,Activity,or,XOR Gateway,
doc-10.7,rejects,Activity,The GO,Actor,
doc-10.7,rejects,Activity,the application of the MSPN,Activity Data,
doc-10.7,or,XOR Gateway,rejects,Activity,conditional
doc-10.7,or,XOR Gateway,confirmes,Activity,conditional
doc-10.7,confirmes,Activity,the GO,Actor,
doc-10.7,confirmes,Activity,the application of the MSPN,Activity Data,
doc-10.7,confirmes,Activity,assigns,Activity,
doc-10.7,assigns,Activity,The GO,Actor,
doc-10.7,assigns,Activity,the MSPN,Activity Data,
doc-10.7,assigns,Activity,informs,Activity,
doc-10.7,informs,Activity,The GO,Actor,
doc-10.7,informs,Activity,the MSPO,Actor,
doc-10.7,informs,Activity,about the assignment of MSPN,Activity Data,
doc-10.7,informs,Activity,informs,Activity,
doc-10.7,informs,Activity,The GO,Actor,
doc-10.7,informs,Activity,the MPO,Actor,
doc-10.7,informs,Activity,about the assignment of the MSPN,Activity Data,
doc-10.7,informs,Activity,informs,Activity,
doc-10.7,informs,Activity,The GO,Actor,
doc-10.7,informs,Activity,the SP,Actor,
doc-10.7,informs,Activity,about the assignment of MSPN,Activity Data,
doc-9.1,backed up,Activity,the database,Activity Data,
doc-9.1,backed up,Activity,checked,Activity,
doc-9.1,checked,Activity,it,Activity Data,
doc-9.1,checked,Activity,to see whether the Account Defaulter table has new records,Further Specification,
doc-9.1,checked,Activity,If,XOR Gateway,
doc-9.1,If,XOR Gateway,no new records are found,Condition Specification,conditional
doc-9.1,If,XOR Gateway,If,XOR Gateway,
doc-9.1,no new records are found,Condition Specification,check,Activity,
doc-9.1,check,Activity,the CRM system,Activity Data,
doc-9.1,check,Activity,to see whether new returns have been filed,Further Specification,
doc-9.1,check,Activity,if,XOR Gateway,
doc-9.1,If,XOR Gateway,new returns exist,Condition Specification,conditional
doc-9.1,If,XOR Gateway,If,XOR Gateway,
doc-9.1,new returns exist,Condition Specification,register,Activity,
doc-9.1,register,Activity,all defaulting accounts and customers,Activity Data,
doc-9.1,register,Activity,if,XOR Gateway,
doc-9.1,If,XOR Gateway,the defaulting client codes have not been previously advised,Condition Specification,conditional
doc-9.1,the defaulting client codes have not been previously advised,Condition Specification,produce,Activity,
doc-9.1,produce,Activity,another table of defaulting accounts,Activity Data,
doc-9.1,produce,Activity,send,Activity,
doc-9.1,send,Activity,another table of defaulting accounts,Activity Data,
doc-9.1,send,Activity,account management,Actor,
doc-9.1,send,Activity,if,XOR Gateway,
doc-9.1,completed by 2 : 30 pm,Condition Specification,check,Activity,
doc-9.1,if,XOR Gateway,completed by 2 : 30 pm,Condition Specification,conditional
doc-9.1,if,XOR Gateway,it is not,Condition Specification,conditional
doc-9.1,it is not,Condition Specification,sent,Activity,
doc-9.1,sent,Activity,an alert,Activity Data,
doc-9.1,sent,Activity,the supervisor,Actor,
doc-9.1,sent,Activity,check,Activity,
doc-9.1,check,Activity,the CRM system,Activity Data,
doc-9.1,check,Activity,to see whether new returns have been filed,Further Specification,
doc-9.1,check,Activity,If,XOR Gateway,
doc-9.1,If,XOR Gateway,new returns have been filed,Condition Specification,conditional
doc-9.1,If,XOR Gateway,otherwise,XOR Gateway,conditional
doc-9.1,new returns have been filed,Condition Specification,reconcile with,Activity,
doc-9.1,reconcile with,Activity,the existing account defaulters table,Activity Data,
doc-9.1,reconcile with,Activity,otherwise,XOR Gateway,
doc-9.1,otherwise,XOR Gateway,completed by 4 : 0 pm,Condition Specification,conditional
doc-9.1,otherwise,XOR Gateway,sent,Activity,conditional
doc-9.1,sent,Activity,a supervisor,Actor,
doc-9.1,sent,Activity,a message,Activity Data,
doc-10.13,transmits,Activity,The INQ,Actor,
doc-10.13,transmits,Activity,the transaction data request,Activity Data,
doc-10.13,transmits,Activity,the IP,Actor,
doc-10.13,transmits,Activity,checks,Activity,
doc-10.13,checks,Activity,The IP,Actor,
doc-10.13,checks,Activity,the request of the INQ,Activity Data,
doc-10.13,checks,Activity,answers,Activity,
doc-10.13,answers,Activity,The IP,Actor,
doc-10.13,answers,Activity,the question of the INQ,Activity Data,
doc-10.13,answers,Activity,depending on the outcome of the examination,Further Specification,
doc-8.1,demand,Activity,a functional department,Actor,
doc-8.1,demand,Activity,to fill a post,Activity Data,
doc-8.1,demand,Activity,advertised,Activity,
doc-8.1,advertised,Activity,The post,Activity Data,
doc-8.1,advertised,Activity,apply,Activity,
doc-8.1,apply,Activity,to fill a post,Activity Data,
doc-8.1,apply,Activity,applicants,Actor,
doc-8.1,apply,Activity,checked,Activity,
doc-8.1,checked,Activity,the applications,Activity Data,
doc-8.1,checked,Activity,filled,Activity,
doc-8.1,filled,Activity,the post,Activity Data,
doc-2.1,perceives,Activity,the customer,Actor,
doc-2.1,perceives,Activity,her subscribed service,Activity Data,
doc-2.1,perceives,Activity,has degraded,Further Specification,
doc-2.1,perceives,Activity,sent,Activity,
doc-2.1,sent,Activity,A list with all the problem parameters,Activity Data,
doc-2.1,sent,Activity,the Customer Service department of TELECO,Actor,
doc-2.1,sent,Activity,enters,Activity,
doc-2.1,enters,Activity,an employee,Actor,
doc-2.1,enters,Activity,a problem report,Activity Data,
doc-2.1,enters,Activity,compared,Activity,
doc-2.1,compared,Activity,the problem report,Activity Data,
doc-2.1,compared,Activity,to the customer SLA,Further Specification,
doc-2.1,compared,Activity,identify,Activity,
doc-2.1,identify,Activity,the extent and the details of the service degradation,Activity Data,
doc-2.1,identify,Activity,determined,Activity,
doc-2.1,determined,Activity,the necessary counter measures,Activity Data,
doc-2.1,determined,Activity,determines,Activity,
doc-2.1,determines,Activity,An electronic service,Actor,
doc-2.1,determines,Activity,the significance of the customer,Activity Data,
doc-2.1,determines,Activity,In case,XOR Gateway,
doc-2.1,In case,XOR Gateway,the customer is premium,Condition Specification,conditional
doc-2.1,In case,XOR Gateway,In case,XOR Gateway,
doc-2.1,the customer is premium,Condition Specification,fix,Activity,
doc-2.1,fix,Activity,problem,Activity Data,
doc-2.1,In case,XOR Gateway,the customer is of certain significance,Condition Specification,conditional
doc-2.1,In case,XOR Gateway,otherwise,XOR Gateway,
doc-2.1,the customer is of certain significance,Condition Specification,determines,Activity,
doc-2.1,otherwise,XOR Gateway,created,Activity,conditional
doc-2.1,created,Activity,a detailed problem report,Activity Data,
doc-2.1,created,Activity,sent,Activity,
doc-2.1,sent,Activity,The detailed problem report,Activity Data,
doc-2.1,sent,Activity,Service Management,Actor,
doc-2.1,sent,Activity,deals,Activity,
doc-2.1,deals,Activity,Service Management,Actor,
doc-2.1,deals,Activity,with violations of quality in services,Activity Data,
doc-2.1,deals,Activity,investigates,Activity,
doc-2.1,investigates,Activity,Service management,Actor,
doc-2.1,investigates,Activity,the problem,Activity Data,
doc-2.1,investigates,Activity,In case,XOR Gateway,
doc-2.1,In case,XOR Gateway,Service Management assesses the problem to be not analyzable by themselves,Condition Specification,conditional
doc-2.1,In case,XOR Gateway,If,XOR Gateway,
doc-2.1,Service Management assesses the problem to be not analyzable by themselves,Condition Specification,sent out,Activity,
doc-2.1,sent out,Activity,Service management,Actor,
doc-2.1,sent out,Activity,the detailed problem report,Activity Data,
doc-2.1,sent out,Activity,Resource Provisioning,Actor,
doc-2.1,sent out,Activity,receives,Activity,
doc-2.1,If,XOR Gateway,Service Management is sure they can analyze it,Condition Specification,conditional
doc-2.1,Service Management is sure they can analyze it,Condition Specification,perform,Activity,
doc-2.1,perform,Activity,they,Actor,
doc-2.1,perform,Activity,the analysis,Activity Data,
doc-2.1,perform,Activity,create,Activity,
doc-2.1,create,Activity,they,Actor,
doc-2.1,create,Activity,a trouble report,Activity Data,
doc-2.1,create,Activity,receives,Activity,
doc-2.1,receives,Activity,Resource Provisioning,Actor,
doc-2.1,receives,Activity,the detailed problem report,Activity Data,
doc-2.1,receives,Activity,checked,Activity,
doc-2.1,checked,Activity,Resource Provisioning,Actor,
doc-2.1,checked,Activity,it,Activity Data,
doc-2.1,checked,Activity,If,XOR Gateway,
doc-2.1,If,XOR Gateway,no problems are detected,Condition Specification,conditional
doc-2.1,If,XOR Gateway,If,XOR Gateway,
doc-2.1,no problems are detected,Condition Specification,created,Activity,
doc-2.1,created,Activity,Resource Provisioning,Actor,
doc-2.1,created,Activity,a notification,Activity Data,
doc-2.1,created,Activity,included,Activity,
doc-2.1,If,XOR Gateway,a problem is detected,Condition Specification,conditional
doc-2.1,a problem is detected,Condition Specification,analyzed,Activity,
doc-2.1,analyzed,Activity,this,Activity Data,
doc-2.1,analyzed,Activity,Resource Provisioning,Actor,
doc-2.1,analyzed,Activity,created,Activity,
doc-2.1,created,Activity,Resource Provisioning,Actor,
doc-2.1,created,Activity,a trouble report,Activity Data,
doc-2.1,created,Activity,included,Activity,
doc-2.1,included,Activity,Resource Provisioning,Actor,
doc-2.1,included,Activity,trouble report,Activity Data,
doc-2.1,included,Activity,the normal execution notification,Activity Data,
doc-2.1,included,Activity,sent back,Activity,
doc-2.1,sent back,Activity,Resource Provisioning,Actor,
doc-2.1,sent back,Activity,a status report,Activity Data,
doc-2.1,sent back,Activity,Service Management,Actor,
doc-2.1,sent back,Activity,prepares,Activity,
doc-2.1,prepares,Activity,Service Management,Actor,
doc-2.1,prepares,Activity,the final status report,Activity Data,
doc-2.1,prepares,Activity,For the case,XOR Gateway,
doc-2.1,For the case,XOR Gateway,no problem was detected at all,Condition Specification,conditional
doc-2.1,For the case,XOR Gateway,For the case,XOR Gateway,
doc-2.1,no problem was detected at all,Condition Specification,sent back,Activity,
doc-2.1,sent back,Activity,Service Management,Actor,
doc-2.1,sent back,Activity,the actual service performance,Activity Data,
doc-2.1,sent back,Activity,the Customer Service,Actor,
doc-2.1,sent back,Activity,receives,Activity,
doc-2.1,For the case,XOR Gateway,minor corrective actions are required,Condition Specification,conditional
doc-2.1,For the case,XOR Gateway,For the case,XOR Gateway,
doc-2.1,minor corrective actions are required,Condition Specification,undertake,Activity,
doc-2.1,undertake,Activity,Service Management,Actor,
doc-2.1,undertake,Activity,corrective actions,Activity Data,
doc-2.1,undertake,Activity,created,Activity,
doc-2.1,created,Activity,Service Management,Actor,
doc-2.1,created,Activity,the problem resolution report,Activity Data,
doc-2.1,created,Activity,sent out,Activity,
doc-2.1,sent out,Activity,Service Management,Actor,
doc-2.1,sent out,Activity,the problem resolution report,Activity Data,
doc-2.1,sent out,Activity,Customer Service,Actor,
doc-2.1,sent out,Activity,receives,Activity,
doc-2.1,For the case,XOR Gateway,automatic resource restoration from Resource Provisioning is required,Condition Specification,conditional
doc-2.1,automatic resource restoration from Resource Provisioning is required,Condition Specification,create,Activity,
doc-2.1,create,Activity,Service Management,Actor,
doc-2.1,create,Activity,a request,Activity Data,
doc-2.1,create,Activity,sent,Activity,
doc-2.1,sent,Activity,Service Management,Actor,
doc-2.1,sent,Activity,This message,Activity Data,
doc-2.1,sent,Activity,Resource Provisioning,Actor,
doc-2.1,sent,Activity,received,Activity,
doc-2.1,received,Activity,the restoration request,Activity Data,
doc-2.1,received,Activity,tracked,Activity,
doc-2.1,tracked,Activity,Resource Provisioning,Actor,
doc-2.1,tracked,Activity,all possible errors,Activity Data,
doc-2.1,tracked,Activity,undertaken,Activity,
doc-2.1,undertaken,Activity,corrective actions,Activity Data,
doc-2.1,undertaken,Activity,Resource Provisioning,Actor,
doc-2.1,undertaken,Activity,created,Activity,
doc-2.1,created,Activity,Resource Provisioning,Actor,
doc-2.1,created,Activity,a trouble-shooting report,Activity Data,
doc-2.1,created,Activity,sent out,Activity,
doc-2.1,sent out,Activity,Resource Provisioning,Actor,
doc-2.1,sent out,Activity,This report,Activity Data,
doc-2.1,sent out,Activity,Service Management,Actor,
doc-2.1,sent out,Activity,received,Activity,
doc-2.1,received,Activity,The trouble-shooting report,Activity Data,
doc-2.1,received,Activity,Service Management,Actor,
doc-2.1,received,Activity,creation,Activity,
doc-2.1,creation,Activity,the problem resolution report,Activity Data,
doc-2.1,creation,Activity,receives,Activity,
doc-2.1,receives,Activity,Customer Service,Actor,
doc-2.1,receives,Activity,the actual service performance,Activity Data,
doc-2.1,receives,Activity,the problem resolution report,Activity Data,
doc-2.1,receives,Activity,two concurrent activities are triggered,AND Gateway,
doc-2.1,two concurrent activities are triggered,AND Gateway,created,Activity,conditional
doc-2.1,two concurrent activities are triggered,AND Gateway,reported,Activity,conditional
doc-2.1,created,Activity,Customer Service,Actor,
doc-2.1,created,Activity,a report,Activity Data,
doc-2.1,created,Activity,sent out,Activity,
doc-2.1,reported,Activity,Customer Service,Actor,
doc-2.1,reported,Activity,an SLA violation rebate,Activity Data,
doc-2.1,reported,Activity,Billing & Collections,Actor,
doc-2.1,reported,Activity,adjust,Activity,
doc-2.1,adjust,Activity,who,Actor,
doc-2.1,adjust,Activity,the billing,Activity Data,
doc-2.1,adjust,Activity,sent out,Activity,
doc-2.1,sent out,Activity,The report,Activity Data,
doc-2.1,sent out,Activity,her,Actor,
doc-2.1,sent out,Activity,receives,Activity,
doc-2.1,receives,Activity,the customer,Actor,
doc-2.1,receives,Activity,the report,Activity Data,
doc-2.1,receives,Activity,Customer Service,Actor,
doc-6.2,places,Activity,Assembler AG,Actor,
doc-6.2,places,Activity,an order,Activity Data,
doc-6.2,places,Activity,the supplier,Actor,
doc-6.2,places,Activity,in order to request more product parts,Further Specification,
doc-6.2,places,Activity,sends,Activity,
doc-6.2,sends,Activity,Assembler AG,Actor,
doc-6.2,sends,Activity,the order,Activity Data,
doc-6.2,sends,Activity,the supplier,Actor,
doc-6.2,sends,Activity,processes,Activity,
doc-6.2,processes,Activity,The supplier,Actor,
doc-6.2,processes,Activity,the order,Activity Data,
doc-6.2,processes,Activity,sends,Activity,
doc-6.2,sends,Activity,The supplier,Actor,
doc-6.2,sends,Activity,an invoice,Activity Data,
doc-6.2,sends,Activity,Assembler AG,Actor,
doc-6.2,sends,Activity,receives,Activity,
doc-6.2,receives,Activity,Assembler AG,Actor,
doc-6.2,receives,Activity,the invoice,Activity Data,
doc-3.6,received,Activity,a claim,Activity Data,
doc-3.6,received,Activity,checked,Activity,
doc-3.6,checked,Activity,it,Activity Data,
doc-3.6,checked,Activity,If,XOR Gateway,
doc-3.6,If,XOR Gateway,not,Condition Specification,conditional
doc-3.6,If,XOR Gateway,Otherwise,XOR Gateway,
